fma_track_id,licence
40058,Attribution-NonCommercial-ShareAlike 3.0 International
40139,Attribution-Noncommercial-Share Alike 3.0 United States
40143,Attribution-Noncommercial-Share Alike 3.0 United States
40233,Attribution-Noncommercial-Share Alike 3.0 United States
40249,Attribution-NonCommercial-ShareAlike 3.0 International
40269,Attribution-Noncommercial-Share Alike 3.0 United States
40272,Attribution-Noncommercial-Share Alike 3.0 United States
40426,Attribution-Noncommercial-Share Alike 3.0 United States
40815,Attribution-NonCommercial-ShareAlike 3.0 International
41310,Attribution-Noncommercial-Share Alike 3.0 United States
42179,Attribution-Noncommercial-Share Alike 3.0 United States
42838,Attribution-Noncommercial-Share Alike 3.0 United States
42839,Attribution-Noncommercial-Share Alike 3.0 United States
42844,Attribution-Noncommercial-Share Alike 3.0 United States
42951,Attribution-Noncommercial-Share Alike 3.0 United States
43300,Attribution-Noncommercial-Share Alike 3.0 United States
44383,Attribution-Noncommercial-Share Alike 3.0 United States
44815,Attribution-NonCommercial
44826,Attribution-Noncommercial-Share Alike 3.0 United States
45476,Attribution-NonCommercial-ShareAlike 3.0 International
45573,Attribution-Noncommercial-Share Alike 3.0 United States
46021,Attribution-NonCommercial 3.0 International
46164,Attribution-Noncommercial-Share Alike 3.0 United States
46586,Attribution-NonCommercial-ShareAlike 3.0 International
46691,Attribution-Noncommercial-Share Alike 3.0 United States
46839,Attribution-NonCommercial
46842,Attribution-NonCommercial
47118,Attribution-Noncommercial-Share Alike 3.0 United States
47179,Attribution-Noncommercial-Share Alike 3.0 United States
47346,Attribution-Noncommercial-Share Alike 3.0 United States
47353,Attribution-Noncommercial-Share Alike 3.0 United States
47413,Attribution-Noncommercial-Share Alike 3.0 United States
47416,Attribution-Noncommercial-Share Alike 3.0 United States
47666,Attribution-NonCommercial-ShareAlike 3.0 International
47900,Attribution-NonCommercial-ShareAlike 3.0 International
47906,Attribution-NonCommercial-ShareAlike 3.0 International
47916,Attribution-NonCommercial-ShareAlike 3.0 International
48204,Attribution-Noncommercial-Share Alike 3.0 United States
48213,Attribution-Noncommercial-Share Alike 3.0 United States
48241,Attribution-NonCommercial-ShareAlike 3.0 International
48245,Attribution-NonCommercial-ShareAlike 3.0 International
48246,Attribution-NonCommercial-ShareAlike 3.0 International
48247,Attribution-NonCommercial-ShareAlike 3.0 International
48249,Attribution-NonCommercial-ShareAlike 3.0 International
48691,Attribution-NonCommercial-ShareAlike 3.0 International
48695,Attribution-NonCommercial-ShareAlike 3.0 International
48784,Attribution-Noncommercial-Share Alike 3.0 United States
48801,Attribution-Noncommercial-Share Alike 3.0 United States
48809,Attribution-NonCommercial-ShareAlike 3.0 International
48814,Attribution-NonCommercial-ShareAlike 3.0 International
48829,Attribution-Noncommercial-Share Alike 3.0 United States
49841,Attribution-Noncommercial-Share Alike 3.0 United States
49843,Attribution-NonCommercial-ShareAlike 3.0 International
49845,Attribution-NonCommercial-ShareAlike 3.0 International
49847,Attribution-NonCommercial-ShareAlike 3.0 International
50410,Attribution-Noncommercial-Share Alike 3.0 United States
50450,Attribution-Noncommercial-Share Alike 3.0 United States
50451,Attribution-Noncommercial-Share Alike 3.0 United States
51233,Attribution-NonCommercial-ShareAlike 3.0 International
51241,Attribution-NonCommercial-ShareAlike 3.0 International
51508,Attribution-NonCommercial-ShareAlike 3.0 International
51608,Attribution-NonCommercial-ShareAlike 3.0 International
51685,Attribution-NonCommercial-ShareAlike 3.0 International
51985,Attribution-NonCommercial-ShareAlike 3.0 International
51987,Attribution-NonCommercial-ShareAlike 3.0 International
52010,Attribution-NonCommercial-ShareAlike 3.0 International
52063,Attribution-NonCommercial-ShareAlike 3.0 International
52481,Attribution-Noncommercial-Share Alike 3.0 United States
52856,Attribution-NonCommercial-ShareAlike 3.0 International
52983,Attribution-NonCommercial-ShareAlike 3.0 International
52987,Attribution-Noncommercial-Share Alike 3.0 United States
53143,Attribution-Noncommercial-Share Alike 3.0 United States
53252,Attribution-NonCommercial-ShareAlike 3.0 International
53678,Attribution-Noncommercial-Share Alike 3.0 United States
53859,Attribution-NonCommercial-ShareAlike 3.0 International
53861,Attribution-NonCommercial-ShareAlike 3.0 International
53900,Attribution-NonCommercial-ShareAlike 3.0 International
54528,Attribution-Noncommercial 3.0 United States
54617,Attribution-NonCommercial-ShareAlike 3.0 International
54717,Attribution-NonCommercial-ShareAlike 3.0 International
55123,Attribution-ShareAlike 3.0 International
55799,Attribution-Noncommercial-Share Alike 3.0 United States
55803,Attribution-Noncommercial-Share Alike 3.0 United States
56191,Attribution-Noncommercial-Share Alike 3.0 United States
56316,Attribution-Noncommercial-Share Alike 3.0 United States
56895,Attribution-Noncommercial-Share Alike 3.0 United States
56898,Attribution-NonCommercial-ShareAlike 3.0 International
56934,CopyrightPlus
56940,CopyrightPlus
57004,Attribution-NonCommercial-ShareAlike 3.0 International
57080,Attribution-Noncommercial-Share Alike 3.0 Netherlands
57163,Attribution-NonCommercial-ShareAlike 3.0 International
57437,Attribution-NonCommercial-ShareAlike 3.0 International
57576,Attribution-Noncommercial-Share Alike 2.0 UK: England 
58111,Attribution-Noncommercial-Share Alike 3.0 United States
58406,Attribution-Noncommercial-Share Alike 3.0 United States
58700,Attribution
59224,Attribution-Noncommercial-Share Alike 3.0 United States
59238,Attribution-Noncommercial-Share Alike 3.0 United States
59287,Attribution-NonCommercial-ShareAlike 3.0 (Will Not Appear in Vimeo Music Store)
59326,Attribution-Noncommercial-Share Alike 2.5 Italy
59433,Attribution-Noncommercial-Share Alike 3.0 United States
59434,Attribution-Noncommercial-Share Alike 3.0 United States
59438,Attribution-Noncommercial-Share Alike 3.0 United States
59443,Attribution-Noncommercial-Share Alike 3.0 United States
59506,Public Domain / Sound Recording Common Law Protection
59569,Public Domain / Sound Recording Common Law Protection
59605,Attribution-NonCommercial-ShareAlike 3.0 International
60004,Attribution-Noncommercial-Share Alike 3.0 Netherlands
60277,Public Domain / Sound Recording Common Law Protection
60694,Attribution-Noncommercial-Share Alike 3.0 New Zealand
60707,Attribution-Noncommercial-Share Alike 3.0 United States
60713,Attribution-Noncommercial-Share Alike 3.0 United States
60722,Attribution-Noncommercial-Share Alike 3.0 United States
60765,Attribution-Noncommercial-Share Alike 3.0 United States
60886,Attribution-Noncommercial-Share Alike 3.0 United States
60898,Attribution-Noncommercial-Share Alike 3.0 United States
60956,Attribution-Noncommercial-Share Alike 2.0 UK: England 
61510,Attribution-NonCommercial 3.0 International
61512,Attribution-NonCommercial 3.0 International
61528,Attribution-NonCommercial-ShareAlike 3.0 International
61534,Attribution-NonCommercial-ShareAlike 3.0 International
61729,Attribution-NonCommercial-ShareAlike 3.0 International
61923,Public Domain / Sound Recording Common Law Protection
62141,Attribution-NonCommercial 3.0 International
62650,Attribution-Noncommercial-Share Alike 3.0 United States
62870,Attribution-Noncommercial-Share Alike 3.0 United States
63098,Attribution-NonCommercial 3.0 International
63143,Attribution-NonCommercial 3.0 International
63146,Attribution-NonCommercial 3.0 International
63241,Attribution-Noncommercial-Share Alike 3.0 United States
63246,Attribution-Noncommercial-Share Alike 3.0 United States
63253,Attribution-Noncommercial-Share Alike 3.0 United States
63257,Attribution-Noncommercial-Share Alike 3.0 United States
63259,Attribution-Noncommercial-Share Alike 3.0 United States
63445,Attribution-NonCommercial-ShareAlike 3.0 International
63733,Attribution-ShareAlike
63753,Attribution-ShareAlike
64396,Attribution-Noncommercial-Share Alike 3.0 United States
64558,Attribution-Noncommercial-Share Alike 2.0 UK: England 
64562,Attribution-Noncommercial-Share Alike 2.0 UK: England 
64576,Attribution-NonCommercial-ShareAlike 3.0 International
64739,Attribution-Noncommercial-Share Alike 3.0 United States
64740,Attribution-Noncommercial-Share Alike 3.0 United States
64835,Attribution-Noncommercial-Share Alike 2.0 UK: England 
64844,Attribution-Noncommercial-Share Alike 3.0 United States
64999,Attribution-NonCommercial-ShareAlike 3.0 International
65203,Attribution-NonCommercial-ShareAlike 3.0 International
65208,Attribution-NonCommercial-ShareAlike 3.0 International
65221,Attribution-NonCommercial-ShareAlike 3.0 International
65229,Attribution-NonCommercial-ShareAlike 3.0 International
65618,Attribution-Noncommercial-Share Alike 3.0 United States
65690,Attribution-Noncommercial-Share Alike 3.0 New Zealand
65813,Attribution-NonCommercial-ShareAlike 3.0 International
65815,Attribution-NonCommercial-ShareAlike 3.0 International
65927,Attribution-NonCommercial
65994,Attribution-Noncommercial-Share Alike 3.0 United States
65995,Attribution-Noncommercial-Share Alike 3.0 United States
66066,Attribution-NonCommercial-ShareAlike 3.0 International
66088,Attribution-Noncommercial-Share Alike 3.0 United States
66098,Attribution-Noncommercial-Share Alike 3.0 United States
66100,Attribution-Noncommercial-Share Alike 3.0 United States
66134,Attribution-Noncommercial 3.0 United States
66280,Attribution-NonCommercial
66286,Attribution-NonCommercial
66310,Attribution-Noncommercial 3.0 United States
66415,Attribution-Noncommercial-Share Alike 3.0 United States
66447,Attribution-NoDerivs 2.5 Canada
66531,Attribution-Noncommercial-Share Alike 3.0 United States
66555,Attribution-Noncommercial-Share Alike 3.0 United States
66688,Attribution-Noncommercial-Share Alike 3.0 United States
66712,Attribution-Noncommercial-Share Alike 3.0 United States
66784,Attribution-Noncommercial-Share Alike 3.0 United States
66787,Attribution-Noncommercial-Share Alike 3.0 United States
67218,Attribution-Noncommercial 3.0 United States
67353,Attribution-NonCommercial
67774,Attribution-Noncommercial-Share Alike 3.0 United States
67779,Attribution-Noncommercial-Share Alike 3.0 United States
68308,Attribution-Noncommercial-Share Alike 3.0 United States
68666,Attribution
68782,Attribution-NonCommercial-ShareAlike 3.0 International
68783,Attribution-NonCommercial-ShareAlike 3.0 International
68786,Attribution-NonCommercial-ShareAlike 3.0 International
68837,Attribution 3.0 United States
68841,Attribution 3.0 United States
68877,Attribution-Noncommercial-Share Alike 3.0 United States
68906,Attribution-NonCommercial-ShareAlike 3.0 International
68915,Attribution-NonCommercial-ShareAlike 3.0 International
69049,Attribution-Noncommercial-Share Alike 3.0 United States
69568,Attribution-NonCommercial 3.0 International
69690,Attribution-Noncommercial-Share Alike 3.0 United States
69843,Attribution-Noncommercial-Share Alike 3.0 United States
70053,Attribution-NonCommercial-ShareAlike 3.0 International
70212,Attribution-NonCommercial
70229,Attribution-NonCommercial
70395,Attribution-Noncommercial-Share Alike 3.0 United States
70495,Attribution-Noncommercial-Share Alike 3.0 United States
70550,Attribution-Noncommercial-Share Alike 3.0 United States
70552,Attribution-Noncommercial-Share Alike 3.0 United States
70556,Attribution-Noncommercial-Share Alike 3.0 United States
70563,Attribution-Noncommercial-Share Alike 3.0 United States
70819,Attribution-Noncommercial-Share Alike 3.0 United States
71079,Attribution-NonCommercial-ShareAlike 3.0 (Will Not Appear in Vimeo Music Store)
71081,Attribution-NonCommercial-ShareAlike 3.0 (Will Not Appear in Vimeo Music Store)
71255,Attribution-ShareAlike 3.0 International
71595,Attribution-Noncommercial-Share Alike 3.0 United States
71624,Attribution-Noncommercial-Share Alike 3.0 United States
71636,Attribution-Noncommercial-Share Alike 3.0 United States
71661,Attribution-Noncommercial-Share Alike 3.0 United States
71664,Attribution-Noncommercial-Share Alike 3.0 United States
71682,Attribution-Noncommercial-Share Alike 3.0 United States
72055,Attribution-Noncommercial-Share Alike 3.0 United States
72056,Attribution-Noncommercial-Share Alike 3.0 United States
72176,Attribution-Noncommercial-Share Alike 3.0 United States
72242,Attribution-Noncommercial-Share Alike 3.0 United States
72277,Attribution-NonCommercial-ShareAlike 3.0 International
72436,Attribution-NonCommercial 3.0 International
72609,Attribution-Noncommercial-Share Alike 3.0 United States
72732,Attribution-NonCommercial-ShareAlike 3.0 International
72737,Attribution-NonCommercial-ShareAlike 3.0 International
73158,Attribution-NonCommercial-ShareAlike 3.0 International
73165,Attribution-NonCommercial-ShareAlike 3.0 International
73175,Attribution 3.0 United States
73432,Attribution-NonCommercial-ShareAlike 3.0 International
73434,Attribution-NonCommercial-ShareAlike 3.0 International
73836,Attribution-Noncommercial-Share Alike 3.0 United States
73926,Attribution-NonCommercial-ShareAlike 3.0 International
73927,Attribution-NonCommercial-ShareAlike 3.0 International
73929,Attribution-NonCommercial-ShareAlike 3.0 International
73959,Attribution-NonCommercial-ShareAlike 3.0 International
74369,Attribution-NonCommercial-ShareAlike 3.0 International
74527,Attribution-NonCommercial-ShareAlike 3.0 International
74529,Attribution-NonCommercial-ShareAlike 3.0 International
74693,Attribution-NonCommercial-ShareAlike 3.0 International
74695,Attribution-NonCommercial-ShareAlike 3.0 International
74882,Attribution-NonCommercial-ShareAlike 3.0 International
74887,Attribution-NonCommercial-ShareAlike 3.0 International
74937,Attribution-NonCommercial-ShareAlike 3.0 International
75052,Attribution-NonCommercial-ShareAlike 3.0 International
75056,Attribution-NonCommercial-ShareAlike 3.0 International
75085,Attribution-NonCommercial-ShareAlike 3.0 International
75104,Attribution-NonCommercial-ShareAlike 3.0 International
75174,Attribution-NonCommercial-ShareAlike 3.0 International
75193,Attribution-NonCommercial-ShareAlike 3.0 International
75197,Attribution-ShareAlike 3.0 International
75200,Attribution-ShareAlike 3.0 International
75210,Attribution-ShareAlike 3.0 International
75223,Attribution-NonCommercial-ShareAlike 3.0 International
75235,Attribution-NonCommercial-ShareAlike 3.0 International
75391,Creative Commons Attribution
75418,Creative Commons Attribution
75681,Attribution-NonCommercial-ShareAlike 3.0 International
75784,Attribution 3.0 International
76552,Attribution-NonCommercial-ShareAlike 3.0 International
77233,Attribution-NonCommercial-ShareAlike 3.0 International
78525,Attribution-Noncommercial-Share Alike 3.0 United States
79399,Attribution-Noncommercial-Share Alike 3.0 United States
79609,Attribution-Noncommercial-Share Alike 3.0 United States
79746,Attribution-Noncommercial-Share Alike 3.0 United States
79848,Attribution-NonCommercial-ShareAlike 3.0 International
79919,Attribution-NonCommercial-ShareAlike 3.0 International
80158,Attribution-Noncommercial-Share Alike 3.0 Netherlands
80161,Attribution-Noncommercial-Share Alike 3.0 Netherlands
80381,Attribution-Noncommercial-Share Alike 3.0 United States
80554,Attribution
80573,Attribution
80577,Attribution
80583,Creative Commons Attribution
80588,Attribution
80777,Attribution-Noncommercial-Share Alike 3.0 United States
80895,Attribution-Noncommercial-Share Alike 3.0 United States
81357,Attribution-Noncommercial-Share Alike 3.0 United States
81421,Attribution-Noncommercial-Share Alike 3.0 United States
81434,Attribution-Noncommercial-Share Alike 3.0 United States
81474,Attribution-Noncommercial-Share Alike 3.0 United States
81922,Attribution-Noncommercial-Share Alike 3.0 United States
82201,Attribution-NonCommercial-ShareAlike 3.0 International
82467,Attribution-Noncommercial-Share Alike 3.0 United States
82468,Attribution-Noncommercial-Share Alike 3.0 United States
82502,Attribution-NonCommercial-ShareAlike 3.0 International
82509,Attribution-NonCommercial-NoDerivs 3.0 Italy
82557,Attribution-Noncommercial-Share Alike 3.0 United States
82574,Attribution-Noncommercial-Share Alike 3.0 United States
82653,Attribution-NonCommercial-ShareAlike 3.0 International
82657,Attribution-NonCommercial-ShareAlike 3.0 International
82867,Attribution-NonCommercial-ShareAlike 3.0 International
83160,Attribution-Noncommercial-Share Alike 3.0 United States
83722,Attribution-ShareAlike
84009,Attribution-Noncommercial-Share Alike 3.0 United States
84157,Attribution-Noncommercial-Share Alike 3.0 United States
84334,Attribution-NonCommercial-ShareAlike 3.0 International
84559,Attribution-NonCommercial-ShareAlike 3.0 International
84566,Attribution-NonCommercial-ShareAlike 3.0 International
84581,Attribution-NonCommercial-ShareAlike 3.0 International
84600,Attribution-NonCommercial-ShareAlike 3.0 International
84735,Attribution-NonCommercial-ShareAlike 3.0 International
84742,Attribution-Noncommercial-Share Alike 3.0 United States
84828,Attribution-NonCommercial-ShareAlike 3.0 International
85321,Attribution-Noncommercial 3.0 Netherlands
85323,Attribution-Noncommercial 3.0 Netherlands
85325,Attribution-Noncommercial 3.0 Netherlands
85331,Attribution-Noncommercial 3.0 Netherlands
85338,Attribution-Noncommercial 3.0 Netherlands
85339,Attribution-Noncommercial 3.0 Netherlands
85462,Attribution-NonCommercial 3.0 International
85676,Attribution-NonCommercial-ShareAlike 3.0 International
85787,Attribution-ShareAlike 3.0 International
85789,Attribution-ShareAlike 3.0 International
85861,Attribution-NonCommercial-ShareAlike 3.0 International
86060,Attribution-NonCommercial-ShareAlike 3.0 International
86179,Attribution-Noncommercial-Share Alike 3.0 United States
86180,Attribution-Noncommercial-Share Alike 3.0 United States
86185,Attribution-Noncommercial-Share Alike 3.0 United States
86503,Attribution-Noncommercial-Share Alike 3.0 United States
86636,Attribution-NonCommercial-ShareAlike 3.0 International
86790,Attribution-NonCommercial-ShareAlike 3.0 International
87059,Attribution-NonCommercial-ShareAlike 3.0 International
87123,Attribution-NonCommercial 3.0 International
87151,Attribution-NonCommercial-ShareAlike 3.0 International
87155,Attribution-NonCommercial-ShareAlike 3.0 International
87284,Attribution-NonCommercial-ShareAlike 3.0 International
87286,Attribution-NonCommercial-ShareAlike 3.0 International
87582,Attribution-Noncommercial-Share Alike 3.0 United States
87687,Attribution-Noncommercial-Share Alike 3.0 United States
88180,Attribution-Noncommercial-Share Alike 3.0 United States
88200,Attribution-Noncommercial-Share Alike 3.0 United States
88827,Attribution-NonCommercial 3.0 International
88829,Attribution-NonCommercial 3.0 International
88861,Attribution 3.0 United States
89665,Attribution-Noncommercial-Share Alike 3.0 United States
90033,Attribution-Noncommercial-Share Alike 3.0 United States
90035,Attribution-Noncommercial-Share Alike 3.0 United States
90039,Attribution-Noncommercial-Share Alike 3.0 United States
90069,Attribution-Noncommercial-Share Alike 3.0 United States
90175,Attribution-NonCommercial-ShareAlike 3.0 International
90271,Attribution-Noncommercial-Share Alike 3.0 United States
90382,Attribution-NonCommercial-ShareAlike 3.0 International
90610,Attribution-NonCommercial-ShareAlike 3.0 International
90632,Attribution-NonCommercial-ShareAlike 3.0 International
90741,Attribution-Noncommercial-Share Alike 3.0 United States
90922,Attribution-NonCommercial-ShareAlike 3.0 International
90972,Attribution-Noncommercial-Share Alike 3.0 United States
91004,Attribution-NonCommercial-ShareAlike 3.0 International
91029,Attribution-NonCommercial-ShareAlike 3.0 International
91205,Attribution-ShareAlike 3.0 International
91368,Attribution-Noncommercial-Share Alike 3.0 United States
91370,Attribution-Noncommercial-Share Alike 3.0 United States
91373,Attribution-Noncommercial-Share Alike 3.0 United States
91387,Attribution-Noncommercial-Share Alike 3.0 United States
91388,Attribution-Noncommercial-Share Alike 3.0 United States
91394,Attribution-Noncommercial-Share Alike 3.0 United States
91477,Attribution-Noncommercial-Share Alike 3.0 United States
91489,Attribution-Noncommercial-Share Alike 3.0 United States
91522,Attribution-Noncommercial-Share Alike 3.0 United States
91526,Attribution-Noncommercial-Share Alike 3.0 United States
91534,Attribution-Noncommercial-Share Alike 3.0 United States
91740,Attribution-NonCommercial-ShareAlike 3.0 International
91758,Attribution-NonCommercial 3.0 International
91789,Attribution-Noncommercial-Share Alike 3.0 United States
91816,Attribution-Noncommercial-Share Alike 3.0 United States
91842,Attribution-NonCommercial-ShareAlike 3.0 International
91845,Attribution-NonCommercial-ShareAlike 3.0 International
91849,Attribution-NonCommercial-ShareAlike 3.0 International
91850,Attribution-NonCommercial-ShareAlike 3.0 International
92026,Attribution-NonCommercial-ShareAlike 3.0 International
92031,Attribution-NonCommercial-ShareAlike 3.0 International
92108,Attribution-NonCommercial 3.0 International
92113,Attribution-NonCommercial 3.0 International
92159,Creative Commons Attribution
92162,Creative Commons Attribution
92368,Attribution-NonCommercial-ShareAlike 3.0 International
92416,Attribution-NonCommercial-ShareAlike 3.0 International
92723,Creative Commons Attribution
92726,Creative Commons Attribution
92833,Attribution-Noncommercial-Share Alike 3.0 United States
92840,Attribution-Noncommercial-Share Alike 3.0 United States
92842,Attribution-Noncommercial-Share Alike 3.0 United States
92868,Attribution-NonCommercial 3.0 International
93086,Attribution-Noncommercial-Share Alike 3.0 United States
93087,Attribution-Noncommercial-Share Alike 3.0 United States
93392,Attribution-NonCommercial-ShareAlike 3.0 International
93818,Attribution-NonCommercial-ShareAlike 3.0 International
93841,Attribution-NonCommercial-ShareAlike 3.0 International
93943,Attribution-NonCommercial-ShareAlike 3.0 International
94062,Attribution-NonCommercial-ShareAlike 3.0 International
94079,Attribution-NonCommercial-ShareAlike 3.0 International
94096,Attribution-NonCommercial-ShareAlike 3.0 International
94110,Attribution-NonCommercial-ShareAlike 3.0 International
94212,Creative Commons Attribution
94241,Attribution-NonCommercial-ShareAlike 3.0 International
94556,Attribution-NonCommercial-ShareAlike 3.0 International
94560,Attribution-NonCommercial-ShareAlike 3.0 International
94564,Attribution-NonCommercial-ShareAlike 3.0 International
95320,Attribution-Noncommercial-Share Alike 3.0 United States
95767,Attribution-Noncommercial-Share Alike 3.0 United States
95768,Attribution-Noncommercial-Share Alike 3.0 United States
95777,Attribution-Noncommercial-Share Alike 3.0 United States
95807,Attribution-Noncommercial-Share Alike 3.0 United States
95811,Attribution-Noncommercial-Share Alike 3.0 United States
95842,Attribution-Noncommercial-Share Alike 3.0 United States
95847,Attribution-Noncommercial-Share Alike 3.0 United States
95854,Attribution-Noncommercial-Share Alike 3.0 United States
95858,Attribution-Noncommercial-Share Alike 3.0 United States
95862,Attribution-Noncommercial-Share Alike 3.0 United States
96060,Attribution-NonCommercial-ShareAlike
96287,Attribution-Noncommercial-Share Alike 3.0 United States
96298,Attribution-Noncommercial-Share Alike 3.0 United States
96530,Attribution-NonCommercial-ShareAlike
96681,Attribution-NonCommercial-ShareAlike 3.0 International
96882,Attribution-Noncommercial-Share Alike 3.0 United States
97242,Attribution-NonCommercial-ShareAlike 3.0 International
97437,Attribution-NonCommercial
97447,Attribution-NonCommercial
97495,Attribution-Noncommercial-Share Alike 3.0 United States
98549,Attribution
98572,Attribution-NonCommercial
98576,Attribution
98702,Attribution-Noncommercial-Share Alike 3.0 United States
98858,Attribution-Noncommercial-Share Alike 3.0 United States
98961,Attribution-Noncommercial-Share Alike 3.0 United States
99303,Attribution-Noncommercial-Share Alike 3.0 United States
99524,Attribution-NonCommercial-ShareAlike
99569,Attribution-NonCommercial-ShareAlike 3.0 International
100491,Attribution-NonCommercial-ShareAlike
100711,Attribution-Noncommercial-Share Alike 3.0 United States
103557,Attribution-ShareAlike
103574,Attribution-Noncommercial-Share Alike 3.0 United States
103576,Attribution-Noncommercial-Share Alike 3.0 United States
104292,Attribution
104585,Attribution-ShareAlike
104586,Attribution-ShareAlike
104592,Attribution-ShareAlike
104597,Attribution-ShareAlike
104729,Attribution-NonCommercial-ShareAlike
104780,Attribution-NonCommercial
104817,Attribution-NonCommercial-ShareAlike
104821,Attribution-NonCommercial-ShareAlike
105010,Attribution-NonCommercial-ShareAlike
105014,Attribution-NonCommercial-ShareAlike
105018,Attribution-NonCommercial-ShareAlike
105019,Attribution-NonCommercial-ShareAlike
105057,Attribution
105060,Attribution
105682,Attribution-NonCommercial-ShareAlike
105931,Attribution-Noncommercial-Share Alike 2.0 UK: England 
105932,Attribution-Noncommercial-Share Alike 2.0 UK: England 
106463,Attribution-Noncommercial-Share Alike 3.0 United States
106598,Attribution-Noncommercial-Share Alike 3.0 United States
106604,Attribution-Noncommercial-Share Alike 3.0 United States
106873,Attribution-Noncommercial-Share Alike 3.0 United States
106876,Attribution-Noncommercial-Share Alike 3.0 United States
107467,Attribution-Noncommercial-Share Alike 3.0 United States
107481,Attribution
107482,Attribution
107501,Attribution-ShareAlike
107507,Attribution-ShareAlike
107521,Attribution
107522,Attribution
107523,Attribution
107572,Attribution
107576,Attribution
107594,Attribution
107602,Attribution-NonCommercial
107614,Attribution
107922,Attribution-NonCommercial-ShareAlike
108085,Attribution-NonCommercial
108091,Attribution-NonCommercial
108290,Attribution-Noncommercial-Share Alike 3.0 United States
108291,Attribution-Noncommercial-Share Alike 3.0 United States
108295,Attribution-Noncommercial-Share Alike 3.0 United States
108457,Attribution-Noncommercial-Share Alike 3.0 United States
108482,Attribution-NonCommercial-ShareAlike
109116,Attribution-Noncommercial-Share Alike 3.0 United States
109193,Attribution-NonCommercial-ShareAlike
109516,Attribution-Noncommercial-Share Alike 3.0 United States
109521,Attribution-Noncommercial-Share Alike 3.0 United States
109637,Attribution-NonCommercial-ShareAlike
109638,Attribution-NonCommercial-ShareAlike
109640,Attribution-NonCommercial-ShareAlike
109865,Attribution-Noncommercial-Share Alike 3.0 United States
109978,Attribution-Noncommercial-Share Alike 3.0 United States
110196,Attribution-NonCommercial-ShareAlike
110391,Attribution-NonCommercial-ShareAlike
110393,Attribution-NonCommercial-ShareAlike
110796,Attribution-NonCommercial-ShareAlike
111037,Attribution-Noncommercial-Share Alike 3.0 United States
111249,Attribution-Noncommercial-Share Alike 3.0 United States
111268,Attribution-Noncommercial-Share Alike 3.0 United States
111270,Attribution-NonCommercial-ShareAlike
111278,Attribution-NonCommercial-ShareAlike
111279,Attribution-NonCommercial-ShareAlike
111340,Attribution-Noncommercial-Share Alike 3.0 United States
111377,Attribution-NonCommercial-ShareAlike 3.0 International
111390,Attribution-NonCommercial-ShareAlike 3.0 International
111396,Attribution-NonCommercial-ShareAlike 3.0 International
111401,Attribution-NonCommercial-ShareAlike 3.0 International
111531,Attribution-NonCommercial-ShareAlike
111552,Attribution-NonCommercial-ShareAlike
111764,Attribution-Noncommercial-Share Alike 3.0 United States
111765,Attribution-Noncommercial-Share Alike 3.0 United States
111821,Attribution
111905,Attribution-Noncommercial-Share Alike 3.0 United States
111907,Attribution-Noncommercial-Share Alike 3.0 United States
112065,Attribution-NonCommercial-ShareAlike
112103,Attribution-NonCommercial-ShareAlike 3.0 International
112107,Attribution-NonCommercial-ShareAlike 3.0 International
112108,Attribution-NonCommercial-ShareAlike 3.0 International
112114,Attribution-NonCommercial-ShareAlike 3.0 International
112115,Attribution-NonCommercial-ShareAlike 3.0 International
112118,Attribution-NonCommercial-ShareAlike 3.0 International
112119,Attribution-NonCommercial-ShareAlike 3.0 International
112533,Attribution-NonCommercial-ShareAlike
112736,Attribution-NonCommercial-ShareAlike 3.0 International
112742,Attribution-NonCommercial-ShareAlike 3.0 International
112744,Attribution-NonCommercial-ShareAlike 3.0 International
112745,Attribution-NonCommercial-ShareAlike 3.0 International
112806,Attribution-NonCommercial-ShareAlike
113365,Attribution-Noncommercial-Share Alike 3.0 United States
113366,Attribution-Noncommercial-Share Alike 3.0 United States
113368,Attribution-Noncommercial-Share Alike 3.0 United States
113484,Attribution-NonCommercial-ShareAlike
113489,Attribution-NonCommercial-ShareAlike
113508,Attribution-NonCommercial-ShareAlike
113513,Attribution
113579,Attribution-Noncommercial-Share Alike 3.0 United States
113810,Attribution-ShareAlike
113812,Attribution-NonCommercial
113820,Attribution-NonCommercial
113962,Attribution-NonCommercial-ShareAlike
114045,Attribution-NonCommercial
114068,Attribution-Noncommercial-Share Alike 3.0 United States
114345,Attribution-Noncommercial-Share Alike 3.0 United States
114347,Attribution-Noncommercial-Share Alike 3.0 United States
114460,Attribution-Noncommercial-Share Alike 3.0 United States
114513,Attribution-Noncommercial-Share Alike 3.0 United States
114514,Attribution-Noncommercial-Share Alike 3.0 United States
114571,Attribution-NonCommercial-ShareAlike
114646,Attribution-NonCommercial-ShareAlike
114693,Attribution-Noncommercial-Share Alike 3.0 United States
114749,Attribution-NonCommercial-ShareAlike
114804,Attribution-Noncommercial-Share Alike 3.0 United States
115515,CC0 1.0 Universal
115520,Attribution-NonCommercial-ShareAlike
115544,Attribution
115548,Attribution
115550,Attribution
115602,Attribution-Noncommercial-Share Alike 3.0 United States
115603,Attribution-Noncommercial-Share Alike 3.0 United States
115626,Attribution-NonCommercial-ShareAlike
115760,Attribution-NonCommercial-ShareAlike
115761,CC0 1.0 Universal
115831,Attribution-Noncommercial-Share Alike 3.0 United States
115837,Attribution-Noncommercial-Share Alike 3.0 United States
